,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_name,genres,genre
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3w6zswp5THsSKYLICUbDTZ'}, 'href': 'https://api.spotify.com/v1/artists/3w6zswp5THsSKYLICUbDTZ', 'id': '3w6zswp5THsSKYLICUbDTZ', 'name': 'Gabrielle Aplin', 'type': 'artist', 'uri': 'spotify:artist:3w6zswp5THsSKYLICUbDTZ'}]",False,https://api.spotify.com/v1/tracks/4pCUMrVlDuWIk6X03VDvT2,4pCUMrVlDuWIk6X03VDvT2,Night Bus,51,https://i.scdn.co/image/ab67616d0000b2736c730cf2377784864ddec621,2016-12-16,Gabrielle Aplin,0.458,0.815,1,-7.16,0,0.0514,0.00374,1.05e-05,0.115,0.362,118.226,Your Top Songs 2019,"['acoustic pop', 'alt z', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'neo-singer-songwriter', 'pop', 'pop rock', 'post-teen pop', 'uk pop', 'viral pop']",pop
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ccVtqcqedranb7y8eywJ5'}, 'href': 'https://api.spotify.com/v1/artists/3ccVtqcqedranb7y8eywJ5', 'id': '3ccVtqcqedranb7y8eywJ5', 'name': 'Blanco White', 'type': 'artist', 'uri': 'spotify:artist:3ccVtqcqedranb7y8eywJ5'}]",False,https://api.spotify.com/v1/tracks/1rAoMvrhI0Ozalbow7Lu6F,1rAoMvrhI0Ozalbow7Lu6F,Nocturne,0,https://i.scdn.co/image/ab67616d0000b273dc33099dbf82ab3fefce5674,2018-06-01,Blanco White,0.48,0.303,2,-13.189,0,0.0302,0.949,0.196,0.155,0.192,127.017,Your Top Songs 2019,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",indie folk
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/25tMQOrIU4LlUo6Sv8v5SE'}, 'href': 'https://api.spotify.com/v1/artists/25tMQOrIU4LlUo6Sv8v5SE', 'id': '25tMQOrIU4LlUo6Sv8v5SE', 'name': 'Gavin James', 'type': 'artist', 'uri': 'spotify:artist:25tMQOrIU4LlUo6Sv8v5SE'}]",False,https://api.spotify.com/v1/tracks/1omCB9Mch8tYugUptnJ0vw,1omCB9Mch8tYugUptnJ0vw,Always,51,https://i.scdn.co/image/ab67616d0000b27361973829e89eab9884d31b04,2018-10-26,Gavin James,0.381,0.481,4,-5.82,1,0.0365,0.0509,0.0,0.1,0.162,123.09,Your Top Songs 2019,"['indie cafe pop', 'irish pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",pop
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/436gXGWhTSFV7bpxqpFQaE'}, 'href': 'https://api.spotify.com/v1/artists/436gXGWhTSFV7bpxqpFQaE', 'id': '436gXGWhTSFV7bpxqpFQaE', 'name': 'Ava Camille', 'type': 'artist', 'uri': 'spotify:artist:436gXGWhTSFV7bpxqpFQaE'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6ST2ZIKs9fFciMldy6lp6x'}, 'href': 'https://api.spotify.com/v1/artists/6ST2ZIKs9fFciMldy6lp6x', 'id': '6ST2ZIKs9fFciMldy6lp6x', 'name': 'Benny Levs', 'type': 'artist', 'uri': 'spotify:artist:6ST2ZIKs9fFciMldy6lp6x'}]",False,https://api.spotify.com/v1/tracks/762RRh8Dk3jprRMl8U8Q4n,762RRh8Dk3jprRMl8U8Q4n,Patagonia Sunrise,41,https://i.scdn.co/image/ab67616d0000b2735830dea2b0c80370b57b1fca,2019-03-15,"Ava Camille, Benny Levs",0.531,0.385,8,-11.699,0,0.0308,0.0573,0.000354,0.163,0.212,123.972,Your Top Songs 2019,[],Unknown
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/56NSAhpJRoeaGi5uyUdYlI'}, 'href': 'https://api.spotify.com/v1/artists/56NSAhpJRoeaGi5uyUdYlI', 'id': '56NSAhpJRoeaGi5uyUdYlI', 'name': 'George Ogilvie', 'type': 'artist', 'uri': 'spotify:artist:56NSAhpJRoeaGi5uyUdYlI'}]",False,https://api.spotify.com/v1/tracks/78e02OxzIocXs21FqQ4UGK,78e02OxzIocXs21FqQ4UGK,Foreign Hands,56,https://i.scdn.co/image/ab67616d0000b273dd00ccb6b3da5122f92376aa,2017-02-17,George Ogilvie,0.406,0.449,3,-8.738,0,0.0321,0.52,0.0,0.0942,0.335,140.008,Your Top Songs 2019,"['british singer-songwriter', 'indie anthem-folk', 'indie folk']",indie folk
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0WfaItAbs4vlgIA1cuqGtJ'}, 'href': 'https://api.spotify.com/v1/artists/0WfaItAbs4vlgIA1cuqGtJ', 'id': '0WfaItAbs4vlgIA1cuqGtJ', 'name': 'Daniela Andrade', 'type': 'artist', 'uri': 'spotify:artist:0WfaItAbs4vlgIA1cuqGtJ'}]",False,https://api.spotify.com/v1/tracks/4WVRFif4gqrzSwEiABrbBn,4WVRFif4gqrzSwEiABrbBn,Latch,44,https://i.scdn.co/image/ab67616d0000b273ad5de1649e1955389e2ea83e,2014-08-20,Daniela Andrade,0.52,0.0876,9,-12.253,0,0.0899,0.897,0.0,0.107,0.152,93.773,Your Top Songs 2019,"['canadian contemporary r&b', 'folk-pop']",folk-pop
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7wjeXCtRND2ZdKfMJFu6JC'}, 'href': 'https://api.spotify.com/v1/artists/7wjeXCtRND2ZdKfMJFu6JC', 'id': '7wjeXCtRND2ZdKfMJFu6JC', 'name': 'Louane', 'type': 'artist', 'uri': 'spotify:artist:7wjeXCtRND2ZdKfMJFu6JC'}]",False,https://api.spotify.com/v1/tracks/5gsIGBllOkaJbUcsTE69nd,5gsIGBllOkaJbUcsTE69nd,Maman,31,https://i.scdn.co/image/ab67616d0000b27341214bd073e7ffb2bf01dd6a,2015-03-02,Louane,0.544,0.213,0,-13.223,0,0.0489,0.603,0.0,0.29,0.315,88.073,Your Top Songs 2019,"['francoton', 'french pop']",french pop
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0xmGtVZjRriA2TVM9oaM61'}, 'href': 'https://api.spotify.com/v1/artists/0xmGtVZjRriA2TVM9oaM61', 'id': '0xmGtVZjRriA2TVM9oaM61', 'name': 'Mozart Opera Rock', 'type': 'artist', 'uri': 'spotify:artist:0xmGtVZjRriA2TVM9oaM61'}]",False,https://api.spotify.com/v1/tracks/7JDcceMelimTjxLmWMOjMd,7JDcceMelimTjxLmWMOjMd,Vivre à en crever,40,https://i.scdn.co/image/ab67616d0000b273e42a635be79a6d93540fafaa,2009-04-15,Mozart Opera Rock,0.545,0.691,6,-6.614,1,0.0235,0.12,2e-06,0.0829,0.39,99.971,Your Top Songs 2019,"['francoton', 'french movie tunes', 'french pop']",french pop
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/10exVja0key0uqUkk6LJRT'}, 'href': 'https://api.spotify.com/v1/artists/10exVja0key0uqUkk6LJRT', 'id': '10exVja0key0uqUkk6LJRT', 'name': 'Vance Joy', 'type': 'artist', 'uri': 'spotify:artist:10exVja0key0uqUkk6LJRT'}]",False,https://api.spotify.com/v1/tracks/0YYg6U1Yrd4UjnG5iVhiXh,0YYg6U1Yrd4UjnG5iVhiXh,Missing Piece,59,https://i.scdn.co/image/ab67616d0000b27362f1ce2663a8c7957efd2ef9,2021-05-21,Vance Joy,0.633,0.843,0,-5.676,1,0.046,0.0142,4.84e-06,0.113,0.748,101.982,Contemporary Blend,"['folk-pop', 'modern rock', 'pop', 'pop rock']",pop
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3yHcgChNW7jVTvgBfgrTeT'}, 'href': 'https://api.spotify.com/v1/artists/3yHcgChNW7jVTvgBfgrTeT', 'id': '3yHcgChNW7jVTvgBfgrTeT', 'name': 'BRDGS', 'type': 'artist', 'uri': 'spotify:artist:3yHcgChNW7jVTvgBfgrTeT'}]",False,https://api.spotify.com/v1/tracks/35JqhVvhuyBoPLLUY8Klqd,35JqhVvhuyBoPLLUY8Klqd,Dancing Without Music,54,https://i.scdn.co/image/ab67616d0000b273e74f0026b2f6e01b9e10c4c6,2020-03-20,BRDGS,0.316,0.237,1,-9.25,1,0.0353,0.854,8.3e-06,0.117,0.237,93.177,Contemporary Blend,['newfoundland indie'],newfoundland indie
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5NhgsV7qPWHZqYEMKzbYvo'}, 'href': 'https://api.spotify.com/v1/artists/5NhgsV7qPWHZqYEMKzbYvo', 'id': '5NhgsV7qPWHZqYEMKzbYvo', 'name': 'Faouzia', 'type': 'artist', 'uri': 'spotify:artist:5NhgsV7qPWHZqYEMKzbYvo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5y2Xq6xcjJb2jVM54GHK3t'}, 'href': 'https://api.spotify.com/v1/artists/5y2Xq6xcjJb2jVM54GHK3t', 'id': '5y2Xq6xcjJb2jVM54GHK3t', 'name': 'John Legend', 'type': 'artist', 'uri': 'spotify:artist:5y2Xq6xcjJb2jVM54GHK3t'}]",False,https://api.spotify.com/v1/tracks/1OU4E4HiVjdak0mL4blVWT,1OU4E4HiVjdak0mL4blVWT,Minefields,74,https://i.scdn.co/image/ab67616d0000b273392d8760b03f0e926d66f82d,2020-11-05,"Faouzia, John Legend",0.476,0.686,1,-5.019,0,0.11,0.183,0.0,0.0997,0.243,152.617,Contemporary Blend,"['alt z', 'canadian pop', 'pop']",pop
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7Dx7RhX0mFuXhCOUgB01uM'}, 'href': 'https://api.spotify.com/v1/artists/7Dx7RhX0mFuXhCOUgB01uM', 'id': '7Dx7RhX0mFuXhCOUgB01uM', 'name': 'JJ Lin', 'type': 'artist', 'uri': 'spotify:artist:7Dx7RhX0mFuXhCOUgB01uM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1zNqDE7qDGCsyzJwohVaoX'}, 'href': 'https://api.spotify.com/v1/artists/1zNqDE7qDGCsyzJwohVaoX', 'id': '1zNqDE7qDGCsyzJwohVaoX', 'name': 'Anne-Marie', 'type': 'artist', 'uri': 'spotify:artist:1zNqDE7qDGCsyzJwohVaoX'}]",True,https://api.spotify.com/v1/tracks/1U6aNzlYxoCGGm7K6Nu9EE,1U6aNzlYxoCGGm7K6Nu9EE,Bedroom (feat. Anne-Marie),57,https://i.scdn.co/image/ab67616d0000b27390bcdb7a0c28de15b4d40062,2021-04-22,"JJ Lin, Anne-Marie",0.369,0.424,7,-5.431,1,0.0318,0.64,0.0,0.184,0.181,179.597,Contemporary Blend,"['mandopop', 'singaporean mandopop', 'singaporean pop']",mandopop
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7q7IUe2AqtifSZ2q52kHFc'}, 'href': 'https://api.spotify.com/v1/artists/7q7IUe2AqtifSZ2q52kHFc', 'id': '7q7IUe2AqtifSZ2q52kHFc', 'name': 'Forest Blakk', 'type': 'artist', 'uri': 'spotify:artist:7q7IUe2AqtifSZ2q52kHFc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz'}, 'href': 'https://api.spotify.com/v1/artists/6JL8zeS1NmiOftqZTRgdTz', 'id': '6JL8zeS1NmiOftqZTRgdTz', 'name': 'Meghan Trainor', 'type': 'artist', 'uri': 'spotify:artist:6JL8zeS1NmiOftqZTRgdTz'}]",False,https://api.spotify.com/v1/tracks/3yuIvz5stb9v9cljhZ5Zas,3yuIvz5stb9v9cljhZ5Zas,If You Love Her - feat. Meghan Trainor,69,https://i.scdn.co/image/ab67616d0000b2739c866d6e3a7522ba2d97da03,2021-04-09,"Forest Blakk, Meghan Trainor",0.335,0.47,1,-7.158,1,0.0343,0.36,0.0,0.114,0.186,155.912,Contemporary Blend,[],Unknown
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/64M6ah0SkkRsnPGtGiRAbb'}, 'href': 'https://api.spotify.com/v1/artists/64M6ah0SkkRsnPGtGiRAbb', 'id': '64M6ah0SkkRsnPGtGiRAbb', 'name': 'Bebe Rexha', 'type': 'artist', 'uri': 'spotify:artist:64M6ah0SkkRsnPGtGiRAbb'}]",True,https://api.spotify.com/v1/tracks/1nil655gJpCzrbqiqC0NLX,1nil655gJpCzrbqiqC0NLX,Sabotage,59,https://i.scdn.co/image/ab67616d0000b273f6a6f6a1485a9b163dedc618,2021-05-07,Bebe Rexha,0.562,0.565,8,-5.111,1,0.044,0.438,0.0,0.138,0.208,89.862,Contemporary Blend,"['dance pop', 'electropop', 'pop', 'post-teen pop']",pop
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7nDsS0l5ZAzMedVRKPP8F1'}, 'href': 'https://api.spotify.com/v1/artists/7nDsS0l5ZAzMedVRKPP8F1', 'id': '7nDsS0l5ZAzMedVRKPP8F1', 'name': 'Ella Henderson', 'type': 'artist', 'uri': 'spotify:artist:7nDsS0l5ZAzMedVRKPP8F1'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5SHxzwjek1Pipl1Yk11UHv'}, 'href': 'https://api.spotify.com/v1/artists/5SHxzwjek1Pipl1Yk11UHv', 'id': '5SHxzwjek1Pipl1Yk11UHv', 'name': 'Tom Grennan', 'type': 'artist', 'uri': 'spotify:artist:5SHxzwjek1Pipl1Yk11UHv'}]",False,https://api.spotify.com/v1/tracks/5JeQ8hhkFfUh7XljgD8dBM,5JeQ8hhkFfUh7XljgD8dBM,Lets Go Home Together (feat. Tom Grennan),60,https://i.scdn.co/image/ab67616d0000b273c24d95b10c39a2248745091a,2021-03-12,"Ella Henderson, Tom Grennan",0.651,0.486,5,-4.437,1,0.0456,0.456,0.0,0.1,0.307,78.14,Contemporary Blend,"['dance pop', 'indie cafe pop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop']",pop
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/30qCQViXV1L8C7Ilb5z2GC'}, 'href': 'https://api.spotify.com/v1/artists/30qCQViXV1L8C7Ilb5z2GC', 'id': '30qCQViXV1L8C7Ilb5z2GC', 'name': 'Camino', 'type': 'artist', 'uri': 'spotify:artist:30qCQViXV1L8C7Ilb5z2GC'}]",False,https://api.spotify.com/v1/tracks/4T0htb7ewTRs7AZ0qfvK12,4T0htb7ewTRs7AZ0qfvK12,Burning Fire,60,https://i.scdn.co/image/ab67616d0000b273c0b5d59ac232606bd63873f2,2021-04-23,Camino,0.754,0.738,1,-5.841,1,0.0385,0.0173,1.25e-05,0.128,0.623,103.011,Contemporary Blend,[],Unknown
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3jERgGiTwNAPxNmDasAb31'}, 'href': 'https://api.spotify.com/v1/artists/3jERgGiTwNAPxNmDasAb31', 'id': '3jERgGiTwNAPxNmDasAb31', 'name': 'Tyler Shaw', 'type': 'artist', 'uri': 'spotify:artist:3jERgGiTwNAPxNmDasAb31'}]",False,https://api.spotify.com/v1/tracks/6zbPJZFh4n5VHeujWzGmNd,6zbPJZFh4n5VHeujWzGmNd,Be Like You,53,https://i.scdn.co/image/ab67616d0000b2738d6660479e8140f86e9d7a5e,2021-05-14,Tyler Shaw,0.446,0.669,8,-7.053,1,0.0968,0.102,0.0,0.071,0.492,113.27,Contemporary Blend,['pop quebecois'],pop quebecois
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7r2uG6BlFXKcwmh9ItqlII'}, 'href': 'https://api.spotify.com/v1/artists/7r2uG6BlFXKcwmh9ItqlII', 'id': '7r2uG6BlFXKcwmh9ItqlII', 'name': 'Wrabel', 'type': 'artist', 'uri': 'spotify:artist:7r2uG6BlFXKcwmh9ItqlII'}]",False,https://api.spotify.com/v1/tracks/2tW9lXMLknjIKFmWtMpf54,2tW9lXMLknjIKFmWtMpf54,nothing but the love,46,https://i.scdn.co/image/ab67616d0000b2738d21d805fab95d7333cd5799,2021-05-28,Wrabel,0.729,0.501,10,-7.489,1,0.0511,0.0209,0.0,0.0643,0.382,96.04,Contemporary Blend,"['alt z', 'electropop', 'indie cafe pop', 'indie poptimism', 'indiecoustica', 'neo mellow', 'pop', 'pop rock']",pop
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/37M5pPGs6V1fchFJSgCguX'}, 'href': 'https://api.spotify.com/v1/artists/37M5pPGs6V1fchFJSgCguX', 'id': '37M5pPGs6V1fchFJSgCguX', 'name': 'FINNEAS', 'type': 'artist', 'uri': 'spotify:artist:37M5pPGs6V1fchFJSgCguX'}]",False,https://api.spotify.com/v1/tracks/2IFioAFD8QEIq17UwOaSFb,2IFioAFD8QEIq17UwOaSFb,American Cliché,64,https://i.scdn.co/image/ab67616d0000b273f431a2ae198bc9b6745a651e,2021-02-04,FINNEAS,0.772,0.503,11,-7.603,0,0.0873,0.0732,0.0,0.0785,0.496,138.046,Contemporary Blend,"['alt z', 'electropop', 'indie cafe pop', 'la indie', 'pop', 'post-teen pop']",pop
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3jERgGiTwNAPxNmDasAb31'}, 'href': 'https://api.spotify.com/v1/artists/3jERgGiTwNAPxNmDasAb31', 'id': '3jERgGiTwNAPxNmDasAb31', 'name': 'Tyler Shaw', 'type': 'artist', 'uri': 'spotify:artist:3jERgGiTwNAPxNmDasAb31'}]",False,https://api.spotify.com/v1/tracks/4wcOBczfEVjEgsF4aKhKbL,4wcOBczfEVjEgsF4aKhKbL,When You're Home,53,https://i.scdn.co/image/ab67616d0000b273b16d438b180bdec4ef771c19,2021-01-15,Tyler Shaw,0.676,0.34,9,-7.5,0,0.0303,0.699,1.48e-06,0.114,0.138,94.485,Contemporary Blend,['pop quebecois'],pop quebecois
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1KCSPY1glIKqW2TotWuXOR'}, 'href': 'https://api.spotify.com/v1/artists/1KCSPY1glIKqW2TotWuXOR', 'id': '1KCSPY1glIKqW2TotWuXOR', 'name': 'P!nk', 'type': 'artist', 'uri': 'spotify:artist:1KCSPY1glIKqW2TotWuXOR'}]",True,https://api.spotify.com/v1/tracks/4LmN3eU1R1vVEdKuDELpGk,4LmN3eU1R1vVEdKuDELpGk,All I Know So Far,79,https://i.scdn.co/image/ab67616d0000b2734bbe90f83d8fcf0c88e0b3cc,2021-05-07,P!nk,0.578,0.639,4,-5.749,1,0.0374,0.0586,0.0,0.0944,0.296,108.045,Contemporary Blend,"['dance pop', 'pop', 'post-teen pop']",pop
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4xnihxcoXWK3UqryOSnbw5'}, 'href': 'https://api.spotify.com/v1/artists/4xnihxcoXWK3UqryOSnbw5', 'id': '4xnihxcoXWK3UqryOSnbw5', 'name': 'Sasha Sloan', 'type': 'artist', 'uri': 'spotify:artist:4xnihxcoXWK3UqryOSnbw5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2kucQ9jQwuD8jWdtR9Ef38'}, 'href': 'https://api.spotify.com/v1/artists/2kucQ9jQwuD8jWdtR9Ef38', 'id': '2kucQ9jQwuD8jWdtR9Ef38', 'name': 'Sam Hunt', 'type': 'artist', 'uri': 'spotify:artist:2kucQ9jQwuD8jWdtR9Ef38'}]",False,https://api.spotify.com/v1/tracks/779UN3kabApm2zfqX549vf,779UN3kabApm2zfqX549vf,when was it over? (feat. Sam Hunt),75,https://i.scdn.co/image/ab67616d0000b27303189e976a7033bd324d468b,2021-04-23,"Sasha Sloan, Sam Hunt",0.626,0.453,7,-9.295,1,0.0306,0.816,1.91e-06,0.0904,0.494,129.958,Contemporary Blend,"['alt z', 'electropop', 'indie cafe pop', 'pop', 'post-teen pop']",pop
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/74YPVzM6BBn0HKrMHqD2iK'}, 'href': 'https://api.spotify.com/v1/artists/74YPVzM6BBn0HKrMHqD2iK', 'id': '74YPVzM6BBn0HKrMHqD2iK', 'name': 'Brandon Mig', 'type': 'artist', 'uri': 'spotify:artist:74YPVzM6BBn0HKrMHqD2iK'}]",False,https://api.spotify.com/v1/tracks/1pOlBRU7pU2CD5un5NbXJa,1pOlBRU7pU2CD5un5NbXJa,Wake Me Up,18,https://i.scdn.co/image/ab67616d0000b273c3692f0a97abbe604348dea5,2021-05-28,Brandon Mig,0.586,0.723,11,-5.637,1,0.0382,0.164,0.0,0.143,0.404,87.019,Contemporary Blend,['pop quebecois'],pop quebecois
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG'}, 'href': 'https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG', 'id': '1McMsnEElThX1knmY4oliG', 'name': 'Olivia Rodrigo', 'type': 'artist', 'uri': 'spotify:artist:1McMsnEElThX1knmY4oliG'}]",False,https://api.spotify.com/v1/tracks/2TOzTqQXNmR2zDJXihjZ2e,2TOzTqQXNmR2zDJXihjZ2e,enough for you,89,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,2021-05-21,Olivia Rodrigo,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,Contemporary Blend,['pop'],pop
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6mU8ucezzms5I2kNH6HNlu'}, 'href': 'https://api.spotify.com/v1/artists/6mU8ucezzms5I2kNH6HNlu', 'id': '6mU8ucezzms5I2kNH6HNlu', 'name': 'Conor Maynard', 'type': 'artist', 'uri': 'spotify:artist:6mU8ucezzms5I2kNH6HNlu'}]",False,https://api.spotify.com/v1/tracks/08gruHjc8xpZkn9iBtehPo,08gruHjc8xpZkn9iBtehPo,Crowded Room,61,https://i.scdn.co/image/ab67616d0000b27394f3b805c4ff91af39719166,2021-04-16,Conor Maynard,0.607,0.381,2,-10.525,1,0.028,0.31,0.0,0.188,0.144,109.903,Contemporary Blend,"['dance pop', 'pop', 'post-teen pop', 'uk pop', 'viral pop']",pop
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6Rmg5JiRphFMlhkwGNl9Fu'}, 'href': 'https://api.spotify.com/v1/artists/6Rmg5JiRphFMlhkwGNl9Fu', 'id': '6Rmg5JiRphFMlhkwGNl9Fu', 'name': 'Tom Gregory', 'type': 'artist', 'uri': 'spotify:artist:6Rmg5JiRphFMlhkwGNl9Fu'}]",False,https://api.spotify.com/v1/tracks/5nD2zmNcN7jZ1lrdj4ZVxX,5nD2zmNcN7jZ1lrdj4ZVxX,River,69,https://i.scdn.co/image/ab67616d0000b273743d11f573024ffb5fdc8bfc,2021-03-19,Tom Gregory,0.701,0.621,10,-4.972,1,0.0556,0.0237,0.0,0.232,0.494,110.03,Contemporary Blend,"['tropical house', 'uk pop']",uk pop
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/62ggJuZV87VvP3sAHM0V3K'}, 'href': 'https://api.spotify.com/v1/artists/62ggJuZV87VvP3sAHM0V3K', 'id': '62ggJuZV87VvP3sAHM0V3K', 'name': 'Jonathan Roy', 'type': 'artist', 'uri': 'spotify:artist:62ggJuZV87VvP3sAHM0V3K'}]",False,https://api.spotify.com/v1/tracks/6xIQ5rNT7zcLBBqWWqjHHy,6xIQ5rNT7zcLBBqWWqjHHy,Walk Out on Me,32,https://i.scdn.co/image/ab67616d0000b273a200ce998fff1db626e99a98,2021-05-28,Jonathan Roy,0.68,0.514,9,-8.093,1,0.0484,0.366,0.0,0.102,0.465,95.888,Contemporary Blend,['canadian folk'],canadian folk
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3qnGvpP8Yth1AqSBMqON5x'}, 'href': 'https://api.spotify.com/v1/artists/3qnGvpP8Yth1AqSBMqON5x', 'id': '3qnGvpP8Yth1AqSBMqON5x', 'name': 'Leon Bridges', 'type': 'artist', 'uri': 'spotify:artist:3qnGvpP8Yth1AqSBMqON5x'}]",False,https://api.spotify.com/v1/tracks/6W2trGwkUVR8mwGSH4Ftpf,6W2trGwkUVR8mwGSH4Ftpf,Motorbike,69,https://i.scdn.co/image/ab67616d0000b273553a65aa893461b6bf71873c,2021-05-14,Leon Bridges,0.721,0.485,5,-11.213,0,0.0681,0.158,0.275,0.107,0.614,150.027,Contemporary Blend,"['modern blues', 'soul']",modern blues
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1G0YV9WooUBjrwDq0Q7EFK'}, 'href': 'https://api.spotify.com/v1/artists/1G0YV9WooUBjrwDq0Q7EFK', 'id': '1G0YV9WooUBjrwDq0Q7EFK', 'name': 'Charlotte Cardin', 'type': 'artist', 'uri': 'spotify:artist:1G0YV9WooUBjrwDq0Q7EFK'}]",True,https://api.spotify.com/v1/tracks/56dqKGvngcvxSEt8i9CuKb,56dqKGvngcvxSEt8i9CuKb,Anyone Who Loves Me,64,https://i.scdn.co/image/ab67616d0000b273c869dafd26b8d5fde1efd862,2021-04-23,Charlotte Cardin,0.718,0.166,11,-8.344,1,0.0355,0.866,0.0,0.145,0.461,82.499,Contemporary Blend,"['canadian pop', 'indie quebecois']",canadian pop
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1RryIbDjpwt00AKkSpCGvP'}, 'href': 'https://api.spotify.com/v1/artists/1RryIbDjpwt00AKkSpCGvP', 'id': '1RryIbDjpwt00AKkSpCGvP', 'name': 'PJ Harding', 'type': 'artist', 'uri': 'spotify:artist:1RryIbDjpwt00AKkSpCGvP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW'}, 'href': 'https://api.spotify.com/v1/artists/55fhWPvDiMpLnE4ZzNXZyW', 'id': '55fhWPvDiMpLnE4ZzNXZyW', 'name': 'Noah Cyrus', 'type': 'artist', 'uri': 'spotify:artist:55fhWPvDiMpLnE4ZzNXZyW'}]",False,https://api.spotify.com/v1/tracks/6IOxwhhSrFl9tHPjbRvpG0,6IOxwhhSrFl9tHPjbRvpG0,Dear August,55,https://i.scdn.co/image/ab67616d0000b2732bbc48f1ffdcecfd6c911066,2021-04-23,"PJ Harding, Noah Cyrus",0.643,0.324,0,-7.817,1,0.0338,0.8,0.0,0.111,0.444,147.019,Contemporary Blend,[],Unknown
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5SHxzwjek1Pipl1Yk11UHv'}, 'href': 'https://api.spotify.com/v1/artists/5SHxzwjek1Pipl1Yk11UHv', 'id': '5SHxzwjek1Pipl1Yk11UHv', 'name': 'Tom Grennan', 'type': 'artist', 'uri': 'spotify:artist:5SHxzwjek1Pipl1Yk11UHv'}]",False,https://api.spotify.com/v1/tracks/3Iba59sFmGhQ4kbCY5L8AX,3Iba59sFmGhQ4kbCY5L8AX,Little Bit of Love,76,https://i.scdn.co/image/ab67616d0000b273c24d95b10c39a2248745091a,2021-03-12,Tom Grennan,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,Contemporary Blend,"['indie cafe pop', 'modern rock', 'uk pop']",indie cafe pop
