,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,playlist_name,genres,genre
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1llFhhYvVi6kC2bfKoPw2k'}, 'href': 'https://api.spotify.com/v1/artists/1llFhhYvVi6kC2bfKoPw2k', 'id': '1llFhhYvVi6kC2bfKoPw2k', 'name': 'Rusty Clanton', 'type': 'artist', 'uri': 'spotify:artist:1llFhhYvVi6kC2bfKoPw2k'}]",False,https://api.spotify.com/v1/tracks/6DVgYOMyH4RC6kmKSD6dGo,6DVgYOMyH4RC6kmKSD6dGo,Colder,40,https://i.scdn.co/image/ab67616d0000b273a33f98c3f7f8257828c5de29,2020-12-29,Rusty Clanton,0.521,0.142,3,-18.436,1,0.0323,0.931,0.0211,0.0721,0.269,98.07,Chill Singer-Songwriter,['cleveland indie'],cleveland indie
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1RryIbDjpwt00AKkSpCGvP'}, 'href': 'https://api.spotify.com/v1/artists/1RryIbDjpwt00AKkSpCGvP', 'id': '1RryIbDjpwt00AKkSpCGvP', 'name': 'PJ Harding', 'type': 'artist', 'uri': 'spotify:artist:1RryIbDjpwt00AKkSpCGvP'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW'}, 'href': 'https://api.spotify.com/v1/artists/55fhWPvDiMpLnE4ZzNXZyW', 'id': '55fhWPvDiMpLnE4ZzNXZyW', 'name': 'Noah Cyrus', 'type': 'artist', 'uri': 'spotify:artist:55fhWPvDiMpLnE4ZzNXZyW'}]",False,https://api.spotify.com/v1/tracks/06rX4GEEjsVTSbRBWycs2U,06rX4GEEjsVTSbRBWycs2U,The Worst Of You,65,https://i.scdn.co/image/ab67616d0000b2732bbc48f1ffdcecfd6c911066,2021-04-23,"PJ Harding, Noah Cyrus",0.555,0.35,10,-10.955,0,0.0503,0.791,6.64e-06,0.11,0.404,77.772,Chill Singer-Songwriter,[],Unknown
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Smb3KB29epOb92Btsxulb'}, 'href': 'https://api.spotify.com/v1/artists/5Smb3KB29epOb92Btsxulb', 'id': '5Smb3KB29epOb92Btsxulb', 'name': 'isaac gracie', 'type': 'artist', 'uri': 'spotify:artist:5Smb3KB29epOb92Btsxulb'}]",False,https://api.spotify.com/v1/tracks/3kf5CAa39M9pmbXlnSCtpT,3kf5CAa39M9pmbXlnSCtpT,reverie,0,https://i.scdn.co/image/ab67616d0000b27340b3fdb309f4ceb027cb5e54,2018-04-13,isaac gracie,0.218,0.243,8,-11.173,1,0.0299,0.842,0.768,0.109,0.0708,155.306,Chill Singer-Songwriter,"['indie anthem-folk', 'indie folk']",indie folk
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3jzXlBF2157k4exx7idecs'}, 'href': 'https://api.spotify.com/v1/artists/3jzXlBF2157k4exx7idecs', 'id': '3jzXlBF2157k4exx7idecs', 'name': 'Leif Vollebekk', 'type': 'artist', 'uri': 'spotify:artist:3jzXlBF2157k4exx7idecs'}]",False,https://api.spotify.com/v1/tracks/3gaH1EhTC53WZeFRj3hGtp,3gaH1EhTC53WZeFRj3hGtp,Long Blue Light,63,https://i.scdn.co/image/ab67616d0000b273c0439ab6b94f928c81ecba06,2020-11-10,Leif Vollebekk,0.552,0.485,9,-9.111,1,0.0332,0.517,0.106,0.164,0.51,71.548,Chill Singer-Songwriter,"['canadian americana', 'indie anthem-folk', 'indie folk', 'new americana', 'quebec indie', 'stomp and holler']",indie folk
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/17hR0sYHpx7VYTMRfFUOmY'}, 'href': 'https://api.spotify.com/v1/artists/17hR0sYHpx7VYTMRfFUOmY', 'id': '17hR0sYHpx7VYTMRfFUOmY', 'name': 'Maurice Ravel', 'type': 'artist', 'uri': 'spotify:artist:17hR0sYHpx7VYTMRfFUOmY'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3wBPUdIKGpmOpm6EvuLKMj'}, 'href': 'https://api.spotify.com/v1/artists/3wBPUdIKGpmOpm6EvuLKMj', 'id': '3wBPUdIKGpmOpm6EvuLKMj', 'name': 'André Laplante', 'type': 'artist', 'uri': 'spotify:artist:3wBPUdIKGpmOpm6EvuLKMj'}]",False,https://api.spotify.com/v1/tracks/4JOEMgLkrHp8K1XNmyNffH,4JOEMgLkrHp8K1XNmyNffH,Miroirs: III. Une barque sur l'océan,60,https://i.scdn.co/image/ab67616d0000b2733041581d8dc408915d909e32,1994,"Maurice Ravel, André Laplante",0.17,0.0479,2,-27.021,1,0.0438,0.981,0.906,0.0795,0.0304,75.664,Call Me By Your Name,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era']",classical
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c'}, 'href': 'https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c', 'id': '4MXUO7sVCaFgFjoTI5ox5c', 'name': 'Sufjan Stevens', 'type': 'artist', 'uri': 'spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'}]",False,https://api.spotify.com/v1/tracks/4VNWVzVj6QnNwasZBjPGdu,4VNWVzVj6QnNwasZBjPGdu,Futile Devices,54,https://i.scdn.co/image/ab67616d0000b273c941599f5b74a9c1aad3cd0c,2010-10-12,Sufjan Stevens,0.579,0.292,4,-18.643,1,0.034,0.993,0.916,0.0895,0.376,140.188,Call Me By Your Name,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",indie folk
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0O0lrN34wrcuBenkqlEDZe'}, 'href': 'https://api.spotify.com/v1/artists/0O0lrN34wrcuBenkqlEDZe', 'id': '0O0lrN34wrcuBenkqlEDZe', 'name': 'The Psychedelic Furs', 'type': 'artist', 'uri': 'spotify:artist:0O0lrN34wrcuBenkqlEDZe'}]",False,https://api.spotify.com/v1/tracks/5rSekme9Kdoj2XZebQVl4C,5rSekme9Kdoj2XZebQVl4C,Love My Way,46,https://i.scdn.co/image/ab67616d0000b273adaf7bcb316b31cdcf10bc30,2003-08-29,The Psychedelic Furs,0.64,0.768,0,-7.667,1,0.0355,0.00432,0.000228,0.126,0.531,126.093,Call Me By Your Name,"['art rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'rock']",rock
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/35OhI7DSls022v9Bz9r0VZ'}, 'href': 'https://api.spotify.com/v1/artists/35OhI7DSls022v9Bz9r0VZ', 'id': '35OhI7DSls022v9Bz9r0VZ', 'name': 'John Adams', 'type': 'artist', 'uri': 'spotify:artist:35OhI7DSls022v9Bz9r0VZ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7jnqMLBtPq5LpnQxvA9Dvf'}, 'href': 'https://api.spotify.com/v1/artists/7jnqMLBtPq5LpnQxvA9Dvf', 'id': '7jnqMLBtPq5LpnQxvA9Dvf', 'name': 'Gerard Bouwhuis', 'type': 'artist', 'uri': 'spotify:artist:7jnqMLBtPq5LpnQxvA9Dvf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0O857B41mZFoz9lSJU2VcH'}, 'href': 'https://api.spotify.com/v1/artists/0O857B41mZFoz9lSJU2VcH', 'id': '0O857B41mZFoz9lSJU2VcH', 'name': 'Cees Van Zeeland', 'type': 'artist', 'uri': 'spotify:artist:0O857B41mZFoz9lSJU2VcH'}]",False,https://api.spotify.com/v1/tracks/0lkddr8XvgjbZ5Pl2sVrZe,0lkddr8XvgjbZ5Pl2sVrZe,Hallelujah Junction,36,https://i.scdn.co/image/ab67616d0000b2739738a91e053efcef6e3daa65,2004,"John Adams, Gerard Bouwhuis, Cees Van Zeeland",0.369,0.298,3,-20.784,1,0.0387,0.993,0.929,0.176,0.499,115.298,Call Me By Your Name,"['american contemporary classical', 'avant-garde', 'classical', 'compositional ambient', 'contemporary classical', 'minimalism', 'post-minimalism']",compositional ambient
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tcgfoMTT1szjUeaikxRjA'}, 'href': 'https://api.spotify.com/v1/artists/1tcgfoMTT1szjUeaikxRjA', 'id': '1tcgfoMTT1szjUeaikxRjA', 'name': 'Ryuichi Sakamoto', 'type': 'artist', 'uri': 'spotify:artist:1tcgfoMTT1szjUeaikxRjA'}]",False,https://api.spotify.com/v1/tracks/3ZYtcHBNGacBiA7l7Q5oMr,3ZYtcHBNGacBiA7l7Q5oMr,M.A.Y. in The Backyard,0,https://i.scdn.co/image/ab67616d0000b2731bbb5c4cc4a97a32970e3d36,1996,Ryuichi Sakamoto,0.726,0.146,5,-14.813,1,0.0517,0.971,0.885,0.0899,0.59,103.978,Call Me By Your Name,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']",compositional ambient
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2XpUprTohaksHpVjUtTvlx'}, 'href': 'https://api.spotify.com/v1/artists/2XpUprTohaksHpVjUtTvlx', 'id': '2XpUprTohaksHpVjUtTvlx', 'name': 'Loredana Bertè', 'type': 'artist', 'uri': 'spotify:artist:2XpUprTohaksHpVjUtTvlx'}]",False,https://api.spotify.com/v1/tracks/4COAOWTtlt8WgtA7AoxSeT,4COAOWTtlt8WgtA7AoxSeT,J'adore Venise,48,https://i.scdn.co/image/ab67616d0000b27317a3afc8471175ec74dc8242,1982-09-20,Loredana Bertè,0.695,0.647,4,-9.652,0,0.0353,0.263,0.000492,0.0539,0.88,116.774,Call Me By Your Name,"['classic italian pop', 'italian adult pop']",classic italian pop
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5lh1imF7kkn87IHQsoEjJB'}, 'href': 'https://api.spotify.com/v1/artists/5lh1imF7kkn87IHQsoEjJB', 'id': '5lh1imF7kkn87IHQsoEjJB', 'name': 'Bandolero', 'type': 'artist', 'uri': 'spotify:artist:5lh1imF7kkn87IHQsoEjJB'}]",False,https://api.spotify.com/v1/tracks/3LCup59DMpM3r6fwQsZMYs,3LCup59DMpM3r6fwQsZMYs,Paris Latino - Original Version 1983,56,https://i.scdn.co/image/ab67616d0000b273a9d768c1117bc71b3a85dd9a,2011,Bandolero,0.774,0.683,11,-7.432,0,0.137,0.109,0.00404,0.0853,0.683,114.976,Call Me By Your Name,[],Unknown
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2jWEIWJHerV9hsV7H1BHJa'}, 'href': 'https://api.spotify.com/v1/artists/2jWEIWJHerV9hsV7H1BHJa', 'id': '2jWEIWJHerV9hsV7H1BHJa', 'name': 'Frank Glazer', 'type': 'artist', 'uri': 'spotify:artist:2jWEIWJHerV9hsV7H1BHJa'}]",False,https://api.spotify.com/v1/tracks/06gVLESvDmQFNEnaX2WQOd,06gVLESvDmQFNEnaX2WQOd,Sonatine bureaucratique,12,https://i.scdn.co/image/ab67616d0000b273c935f7429b98a51bcdfc3618,2015-05-22,Frank Glazer,0.424,0.24,9,-20.241,1,0.0359,0.993,0.913,0.127,0.422,128.6,Call Me By Your Name,['american classical piano'],american classical piano
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5aIqB5nVVvmFsvSdExz408'}, 'href': 'https://api.spotify.com/v1/artists/5aIqB5nVVvmFsvSdExz408', 'id': '5aIqB5nVVvmFsvSdExz408', 'name': 'Johann Sebastian Bach', 'type': 'artist', 'uri': 'spotify:artist:5aIqB5nVVvmFsvSdExz408'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5XQSLo7FpTb3FJ69O7y2ur'}, 'href': 'https://api.spotify.com/v1/artists/5XQSLo7FpTb3FJ69O7y2ur', 'id': '5XQSLo7FpTb3FJ69O7y2ur', 'name': 'Alessio Bax', 'type': 'artist', 'uri': 'spotify:artist:5XQSLo7FpTb3FJ69O7y2ur'}]",False,https://api.spotify.com/v1/tracks/4Z3VIu0oYzM45D1e0BlnTE,4Z3VIu0oYzM45D1e0BlnTE,"""Zion hört die Wächter singen"" from the Cantata BWV 140 ""Wachet auf, ruft uns die Stimme""",30,https://i.scdn.co/image/ab67616d0000b273360976f4c2fb45c67b8ba728,2009-07-01,"Johann Sebastian Bach, Alessio Bax",0.409,0.035,3,-25.928,1,0.0412,0.99,0.88,0.203,0.35,121.112,Call Me By Your Name,"['baroque', 'classical', 'early music', 'german baroque']",classical
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4PCSnq8Q3hxOTn3ro4cl0M'}, 'href': 'https://api.spotify.com/v1/artists/4PCSnq8Q3hxOTn3ro4cl0M', 'id': '4PCSnq8Q3hxOTn3ro4cl0M', 'name': 'Joe ""Bean"" Esposito', 'type': 'artist', 'uri': 'spotify:artist:4PCSnq8Q3hxOTn3ro4cl0M'}]",False,https://api.spotify.com/v1/tracks/5yd6YKs5GyaXKOr80K5RR6,5yd6YKs5GyaXKOr80K5RR6,"Lady, Lady, Lady",0,https://i.scdn.co/image/ab67616d0000b27356ec3422848f7987c61824da,1983-01-01,"Joe ""Bean"" Esposito",0.547,0.39,4,-14.038,0,0.0302,0.223,2.47e-05,0.446,0.193,84.345,Call Me By Your Name,[],Unknown
10,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1tcgfoMTT1szjUeaikxRjA'}, 'href': 'https://api.spotify.com/v1/artists/1tcgfoMTT1szjUeaikxRjA', 'id': '1tcgfoMTT1szjUeaikxRjA', 'name': 'Ryuichi Sakamoto', 'type': 'artist', 'uri': 'spotify:artist:1tcgfoMTT1szjUeaikxRjA'}]",False,https://api.spotify.com/v1/tracks/2iucyG4PRi9Yov45FFKq8h,2iucyG4PRi9Yov45FFKq8h,Germination,19,https://i.scdn.co/image/ab67616d0000b27365b14e3bedede9accd0dcc28,1983,Ryuichi Sakamoto,0.356,0.0136,7,-25.502,0,0.0575,0.975,0.846,0.349,0.362,77.275,Call Me By Your Name,"['anime score', 'compositional ambient', 'japanese classical', 'japanese contemporary classical', 'japanese soundtrack']",compositional ambient
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6GnCucI2uDaYj1j39GFxkn'}, 'href': 'https://api.spotify.com/v1/artists/6GnCucI2uDaYj1j39GFxkn', 'id': '6GnCucI2uDaYj1j39GFxkn', 'name': 'F.R. David', 'type': 'artist', 'uri': 'spotify:artist:6GnCucI2uDaYj1j39GFxkn'}]",False,https://api.spotify.com/v1/tracks/1HPJOoIVdUPuaebxzMrVaD,1HPJOoIVdUPuaebxzMrVaD,Words - Original Version 1983,69,https://i.scdn.co/image/ab67616d0000b273a58e764b8e4ecbdbbab56783,1983,F.R. David,0.537,0.789,10,-5.578,0,0.0549,0.372,2.66e-05,0.138,0.527,123.763,Call Me By Your Name,"['french synthpop', 'italian disco']",french synthpop
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0D4q7geEPzF0aCzYs1elDu'}, 'href': 'https://api.spotify.com/v1/artists/0D4q7geEPzF0aCzYs1elDu', 'id': '0D4q7geEPzF0aCzYs1elDu', 'name': 'Marco Armani', 'type': 'artist', 'uri': 'spotify:artist:0D4q7geEPzF0aCzYs1elDu'}]",False,https://api.spotify.com/v1/tracks/1HotImCahCrlgDkzk6jZ8p,1HotImCahCrlgDkzk6jZ8p,E' la vita,42,https://i.scdn.co/image/ab67616d0000b27392ce11849c05ce3d1dbbef82,1999,Marco Armani,0.691,0.432,0,-10.097,1,0.0252,0.0816,0.0,0.0637,0.471,82.03,Call Me By Your Name,['classic italian pop'],classic italian pop
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4lianjyuR1tqf6oUX8kjrZ'}, 'href': 'https://api.spotify.com/v1/artists/4lianjyuR1tqf6oUX8kjrZ', 'id': '4lianjyuR1tqf6oUX8kjrZ', 'name': 'Franco Battiato', 'type': 'artist', 'uri': 'spotify:artist:4lianjyuR1tqf6oUX8kjrZ'}]",False,https://api.spotify.com/v1/tracks/3lrWDf4tx6MgqXCFfw5mYx,3lrWDf4tx6MgqXCFfw5mYx,Radio Varsavia - Remastered,55,https://i.scdn.co/image/ab67616d0000b273428f8b004c9fa099cbf2973b,1982,Franco Battiato,0.545,0.545,11,-8.957,1,0.0396,0.47,9.16e-05,0.106,0.404,163.753,Call Me By Your Name,"['experimental', 'italian adult pop']",italian adult pop
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2VgF14fgToqgTTz8YVLwV2'}, 'href': 'https://api.spotify.com/v1/artists/2VgF14fgToqgTTz8YVLwV2', 'id': '2VgF14fgToqgTTz8YVLwV2', 'name': 'Valeria Szervánszky', 'type': 'artist', 'uri': 'spotify:artist:2VgF14fgToqgTTz8YVLwV2'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6iu738yyM6Zr8avGZJnSPs'}, 'href': 'https://api.spotify.com/v1/artists/6iu738yyM6Zr8avGZJnSPs', 'id': '6iu738yyM6Zr8avGZJnSPs', 'name': 'Ronald Cavaye', 'type': 'artist', 'uri': 'spotify:artist:6iu738yyM6Zr8avGZJnSPs'}]",False,https://api.spotify.com/v1/tracks/3F3J5UND5sXaHZX7Efolcc,3F3J5UND5sXaHZX7Efolcc,"Ma mère l'oye, M. 60: 5. Le jardin féerique. Lent et grave",45,https://i.scdn.co/image/ab67616d0000b273361728024eb93b9a9181865c,1995-01-07,"Valeria Szervánszky, Ronald Cavaye",0.487,0.00721,0,-24.141,1,0.0795,0.983,0.0125,0.0632,0.0746,115.904,Call Me By Your Name,['hungarian classical piano'],hungarian classical piano
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c'}, 'href': 'https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c', 'id': '4MXUO7sVCaFgFjoTI5ox5c', 'name': 'Sufjan Stevens', 'type': 'artist', 'uri': 'spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'}]",False,https://api.spotify.com/v1/tracks/4HbeGjbt7u3pvwDk1vN7P0,4HbeGjbt7u3pvwDk1vN7P0,Mystery of Love,69,https://i.scdn.co/image/ab67616d0000b2730db3901606954f424070ff01,2017-11-03,Sufjan Stevens,0.365,0.273,4,-16.526,0,0.038,0.94,0.431,0.109,0.238,132.285,Call Me By Your Name,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",indie folk
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c'}, 'href': 'https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c', 'id': '4MXUO7sVCaFgFjoTI5ox5c', 'name': 'Sufjan Stevens', 'type': 'artist', 'uri': 'spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'}]",False,https://api.spotify.com/v1/tracks/0SUDiaR0qm30fXVGPjPvRp,0SUDiaR0qm30fXVGPjPvRp,Visions of Gideon,68,https://i.scdn.co/image/ab67616d0000b2730db3901606954f424070ff01,2017-11-03,Sufjan Stevens,0.252,0.314,5,-18.197,0,0.0407,0.942,0.676,0.0892,0.2,75.056,Call Me By Your Name,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",indie folk
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO'}, 'href': 'https://api.spotify.com/v1/artists/3Bd1cgCjtCI32PYvDC3ynO', 'id': '3Bd1cgCjtCI32PYvDC3ynO', 'name': 'London Grammar', 'type': 'artist', 'uri': 'spotify:artist:3Bd1cgCjtCI32PYvDC3ynO'}]",False,https://api.spotify.com/v1/tracks/3elOzp9X3B8vMGhJBWzbIF,3elOzp9X3B8vMGhJBWzbIF,Wasting My Young Years,50,https://i.scdn.co/image/ab67616d0000b27300dc54892c783f1825e7c60c,2013-09-10,London Grammar,0.543,0.311,5,-10.018,0,0.0361,0.857,0.000684,0.0983,0.134,126.86,Deep Dark Indie,"['metropopolis', 'nottingham indie']",metropopolis
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6ltzsmQQbmdoHHbLZ4ZN25'}, 'href': 'https://api.spotify.com/v1/artists/6ltzsmQQbmdoHHbLZ4ZN25', 'id': '6ltzsmQQbmdoHHbLZ4ZN25', 'name': 'Lord Huron', 'type': 'artist', 'uri': 'spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25'}]",False,https://api.spotify.com/v1/tracks/0QZ5yyl6B6utIWkxeBDxQN,0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,76,https://i.scdn.co/image/ab67616d0000b2739d2efe43d5b7ebc7cb60ca81,2015-04-07,Lord Huron,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,Deep Dark Indie,"['indie folk', 'indie pop', 'stomp and holler']",indie folk
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/40Ojab0UtVQFjA76qXr8Ot'}, 'href': 'https://api.spotify.com/v1/artists/40Ojab0UtVQFjA76qXr8Ot', 'id': '40Ojab0UtVQFjA76qXr8Ot', 'name': 'Apparat', 'type': 'artist', 'uri': 'spotify:artist:40Ojab0UtVQFjA76qXr8Ot'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2mAYpnSe3g2Y22JcZ2ddku'}, 'href': 'https://api.spotify.com/v1/artists/2mAYpnSe3g2Y22JcZ2ddku', 'id': '2mAYpnSe3g2Y22JcZ2ddku', 'name': 'Soap&Skin', 'type': 'artist', 'uri': 'spotify:artist:2mAYpnSe3g2Y22JcZ2ddku'}]",False,https://api.spotify.com/v1/tracks/6BJXuY0lY0EUtSDCgkYnqE,6BJXuY0lY0EUtSDCgkYnqE,Goodbye (with Soap & Skin),43,https://i.scdn.co/image/ab67616d0000b2739232dfbdf0aaa96b258a2b3a,2011-09-27,"Apparat, Soap&Skin",0.469,0.449,1,-14.377,0,0.0512,0.444,0.565,0.334,0.19,87.111,Deep Dark Indie,"['ambient pop', 'electronica', 'glitch', 'microhouse', 'minimal techno']",electronica
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG'}, 'href': 'https://api.spotify.com/v1/artists/1r1uxoy19fzMxunt3ONAkG', 'id': '1r1uxoy19fzMxunt3ONAkG', 'name': 'Phoebe Bridgers', 'type': 'artist', 'uri': 'spotify:artist:1r1uxoy19fzMxunt3ONAkG'}]",False,https://api.spotify.com/v1/tracks/7yR6GEJsPI6kmNRvFkPuN3,7yR6GEJsPI6kmNRvFkPuN3,Punisher,63,https://i.scdn.co/image/ab67616d0000b2733040ca980277cf1445934add,2020-06-18,Phoebe Bridgers,0.428,0.226,1,-12.82,1,0.0409,0.986,0.000402,0.108,0.212,129.163,Deep Dark Indie,"['indie pop', 'indie rock', 'la indie', 'pop']",pop
4,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2cCUtGK9sDU2EoElnk0GNB'}, 'href': 'https://api.spotify.com/v1/artists/2cCUtGK9sDU2EoElnk0GNB', 'id': '2cCUtGK9sDU2EoElnk0GNB', 'name': 'The National', 'type': 'artist', 'uri': 'spotify:artist:2cCUtGK9sDU2EoElnk0GNB'}]",True,https://api.spotify.com/v1/tracks/7rbCL7W893Zonbfnevku5s,7rbCL7W893Zonbfnevku5s,I Need My Girl,7,https://i.scdn.co/image/ab67616d0000b273dde1a49f8cdfdeffc14b8b85,2013-05-27,The National,0.523,0.438,0,-11.49,0,0.0356,0.867,0.0723,0.123,0.106,126.028,Deep Dark Indie,"['indie rock', 'modern rock']",modern rock
5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3PkGkJmTotXKubtTksWboK'}, 'href': 'https://api.spotify.com/v1/artists/3PkGkJmTotXKubtTksWboK', 'id': '3PkGkJmTotXKubtTksWboK', 'name': 'Puzzle Muteson', 'type': 'artist', 'uri': 'spotify:artist:3PkGkJmTotXKubtTksWboK'}]",False,https://api.spotify.com/v1/tracks/2avzCVT0Zo4dgkp2vBgHOJ,2avzCVT0Zo4dgkp2vBgHOJ,By Night,0,https://i.scdn.co/image/ab67616d0000b273d8418244a84cd4231c9c443f,2014-09-29,Puzzle Muteson,0.506,0.265,11,-12.215,0,0.0289,0.972,0.00355,0.112,0.5,92.039,Deep Dark Indie,['isle of wight indie'],isle of wight indie
6,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/355SqtHY4qKt2wIXrWku0c'}, 'href': 'https://api.spotify.com/v1/artists/355SqtHY4qKt2wIXrWku0c', 'id': '355SqtHY4qKt2wIXrWku0c', 'name': 'CLOVES', 'type': 'artist', 'uri': 'spotify:artist:355SqtHY4qKt2wIXrWku0c'}]",False,https://api.spotify.com/v1/tracks/4gVZhkcsZcwQ4mU1gEeXEO,4gVZhkcsZcwQ4mU1gEeXEO,Don't Forget About Me,62,https://i.scdn.co/image/ab67616d0000b27350af06eaa6bfc6d314036ee3,2015-11-20,CLOVES,0.494,0.243,5,-9.083,0,0.0316,0.822,0.00225,0.147,0.0722,126.063,Deep Dark Indie,['australian alternative pop'],australian alternative pop
7,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/244AFgFclA9c1IcjWOAqoV'}, 'href': 'https://api.spotify.com/v1/artists/244AFgFclA9c1IcjWOAqoV', 'id': '244AFgFclA9c1IcjWOAqoV', 'name': 'Joshua Burnside', 'type': 'artist', 'uri': 'spotify:artist:244AFgFclA9c1IcjWOAqoV'}]",False,https://api.spotify.com/v1/tracks/7I52zUiDzsxN7ZHKEc3Ope,7I52zUiDzsxN7ZHKEc3Ope,And You Evade Him/Born in the Blood,43,https://i.scdn.co/image/ab67616d0000b2738760e16df932762cdc5fdecb,2020-09-04,Joshua Burnside,0.265,0.316,4,-13.888,0,0.0605,0.9,0.0607,0.1,0.176,169.741,Deep Dark Indie,"['indie folk', 'irish singer-songwriter', 'new americana']",indie folk
8,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/46CitWgnWrvF9t70C2p1Me'}, 'href': 'https://api.spotify.com/v1/artists/46CitWgnWrvF9t70C2p1Me', 'id': '46CitWgnWrvF9t70C2p1Me', 'name': 'Daughter', 'type': 'artist', 'uri': 'spotify:artist:46CitWgnWrvF9t70C2p1Me'}]",False,https://api.spotify.com/v1/tracks/1drUAdX3NY4dTieuxdedLY,1drUAdX3NY4dTieuxdedLY,Smother,0,https://i.scdn.co/image/ab67616d0000b2731d96f55437c3a790fd92dab1,2013-01-01,Daughter,0.507,0.138,1,-16.447,1,0.0334,0.925,0.0777,0.12,0.115,124.983,Deep Dark Indie,['shimmer pop'],shimmer pop
9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1rKrEdI6GKirxWHxIUPYms'}, 'href': 'https://api.spotify.com/v1/artists/1rKrEdI6GKirxWHxIUPYms', 'id': '1rKrEdI6GKirxWHxIUPYms', 'name': 'Agnes Obel', 'type': 'artist', 'uri': 'spotify:artist:1rKrEdI6GKirxWHxIUPYms'}]",False,https://api.spotify.com/v1/tracks/7kaub3iYrvVz5gaPVemsWE,7kaub3iYrvVz5gaPVemsWE,Riverside,11,https://i.scdn.co/image/ab67616d0000b2733eb3cd7d5ae180a53164a353,2010,Agnes Obel,0.648,0.189,9,-13.553,0,0.0311,0.984,0.000375,0.132,0.231,98.891,Deep Dark Indie,['chamber pop'],chamber pop
