,artists,explicit,href,id,name,popularity,album_art,album_release_date,artist_names
11,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/04vj3iPUiVh5melWr0w3xT'}, 'href': 'https://api.spotify.com/v1/artists/04vj3iPUiVh5melWr0w3xT', 'id': '04vj3iPUiVh5melWr0w3xT', 'name': 'Christine and the Queens', 'type': 'artist', 'uri': 'spotify:artist:04vj3iPUiVh5melWr0w3xT'}]",False,https://api.spotify.com/v1/tracks/2rWeNybwVZTWEbkb9JOjcz,2rWeNybwVZTWEbkb9JOjcz,"People, I've been sad",62,https://i.scdn.co/image/ab67616d0000b273377405f7d38e016026008c6d,2020-02-27,Christine and the Queens
12,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2AcUPzkVWo81vumdzeLLRN'}, 'href': 'https://api.spotify.com/v1/artists/2AcUPzkVWo81vumdzeLLRN', 'id': '2AcUPzkVWo81vumdzeLLRN', 'name': 'Rhye', 'type': 'artist', 'uri': 'spotify:artist:2AcUPzkVWo81vumdzeLLRN'}]",False,https://api.spotify.com/v1/tracks/3JsA2sWDNR9oQogGAzqqtH,3JsA2sWDNR9oQogGAzqqtH,Open,65,https://i.scdn.co/image/ab67616d0000b273a13907cf58fb1bd99f90a543,2013-01-01,Rhye
13,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26GHRG8x1F4AzbCKzUaIbw'}, 'href': 'https://api.spotify.com/v1/artists/26GHRG8x1F4AzbCKzUaIbw', 'id': '26GHRG8x1F4AzbCKzUaIbw', 'name': 'Aquilo', 'type': 'artist', 'uri': 'spotify:artist:26GHRG8x1F4AzbCKzUaIbw'}]",False,https://api.spotify.com/v1/tracks/0ygOBx60exSPPvnI4sS28r,0ygOBx60exSPPvnI4sS28r,Silhouette,65,https://i.scdn.co/image/ab67616d0000b2731865a6792cd2270a59a0cbc7,2017-01-27,Aquilo
14,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/5pLpkaIRobcvPnUmclNv6o,5pLpkaIRobcvPnUmclNv6o,Technicolour Beat,61,https://i.scdn.co/image/ab67616d0000b2737cc94e776ebb63dd08c8422c,2015-09-04,Oh Wonder
15,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/7JMGbQSEcoEzQ3hCFGEis6,7JMGbQSEcoEzQ3hCFGEis6,Station - 2014,52,https://i.scdn.co/image/ab67616d0000b273a56f61edbd47d1a9120bc2fd,2015-04-27,Låpsley
16,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3x8FbPjh2Qz55XMdE2Yalj'}, 'href': 'https://api.spotify.com/v1/artists/3x8FbPjh2Qz55XMdE2Yalj', 'id': '3x8FbPjh2Qz55XMdE2Yalj', 'name': 'Nick Mulvey', 'type': 'artist', 'uri': 'spotify:artist:3x8FbPjh2Qz55XMdE2Yalj'}]",False,https://api.spotify.com/v1/tracks/1QJnDJuYOGj05iSc4eWGr5,1QJnDJuYOGj05iSc4eWGr5,Fever To The Form,66,https://i.scdn.co/image/ab67616d0000b27395c5bd516c3a4adebfa4282e,2014-05-12,Nick Mulvey
17,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/28EyduqESEOVMO6vglvaUZ'}, 'href': 'https://api.spotify.com/v1/artists/28EyduqESEOVMO6vglvaUZ', 'id': '28EyduqESEOVMO6vglvaUZ', 'name': 'Joesef', 'type': 'artist', 'uri': 'spotify:artist:28EyduqESEOVMO6vglvaUZ'}]",False,https://api.spotify.com/v1/tracks/2EjgVZre5ONvZLNw59kEIn,2EjgVZre5ONvZLNw59kEIn,Comedown,55,https://i.scdn.co/image/ab67616d0000b2736c03b4710dda3e9fb973ced6,2020-10-09,Joesef
18,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU'}, 'href': 'https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU', 'id': '53KwLdlmrlCelAZMaLVZqU', 'name': 'James Blake', 'type': 'artist', 'uri': 'spotify:artist:53KwLdlmrlCelAZMaLVZqU'}]",False,https://api.spotify.com/v1/tracks/2k0HXdTDW28JFAaS8TaHeA,2k0HXdTDW28JFAaS8TaHeA,Are You Even Real?,60,https://i.scdn.co/image/ab67616d0000b273dd4677b9d52222cce2c45838,2020-07-08,James Blake
19,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO'}, 'href': 'https://api.spotify.com/v1/artists/3Bd1cgCjtCI32PYvDC3ynO', 'id': '3Bd1cgCjtCI32PYvDC3ynO', 'name': 'London Grammar', 'type': 'artist', 'uri': 'spotify:artist:3Bd1cgCjtCI32PYvDC3ynO'}]",False,https://api.spotify.com/v1/tracks/5Xd9ChcgoAg1V0jxQ8pRc0,5Xd9ChcgoAg1V0jxQ8pRc0,Intro,52,https://i.scdn.co/image/ab67616d0000b273decc9374b603d2ab6a31491f,2021-04-16,London Grammar
20,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/39vA9YljbnOApXKniLWBZv'}, 'href': 'https://api.spotify.com/v1/artists/39vA9YljbnOApXKniLWBZv', 'id': '39vA9YljbnOApXKniLWBZv', 'name': 'Sylvan Esso', 'type': 'artist', 'uri': 'spotify:artist:39vA9YljbnOApXKniLWBZv'}]",True,https://api.spotify.com/v1/tracks/0idjTHGhGRBdWTmsalq3tF,0idjTHGhGRBdWTmsalq3tF,Radio,56,https://i.scdn.co/image/ab67616d0000b273bdc6bc37f3812d2a834bffba,2017-04-28,Sylvan Esso
21,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/6eCpXb6ig93XOaJAvqrXKn,6eCpXb6ig93XOaJAvqrXKn,Our Love is a Garden,27,https://i.scdn.co/image/ab67616d0000b273589d00c7d2384076593f2a73,2020-03-20,Låpsley
22,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2uvY5pgdD9t1CZ5zMNw1rl'}, 'href': 'https://api.spotify.com/v1/artists/2uvY5pgdD9t1CZ5zMNw1rl', 'id': '2uvY5pgdD9t1CZ5zMNw1rl', 'name': 'Lucy Rose', 'type': 'artist', 'uri': 'spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl'}]",False,https://api.spotify.com/v1/tracks/1ODA4mZMaoBzT1TbPBW8B1,1ODA4mZMaoBzT1TbPBW8B1,Shiver,48,https://i.scdn.co/image/ab67616d0000b273e4b8734f77d9f04f3a4be220,2012,Lucy Rose
23,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/0IVHlst3XMgzXUJbIyZ8oO,0IVHlst3XMgzXUJbIyZ8oO,Without You,58,https://i.scdn.co/image/ab67616d0000b2737cc94e776ebb63dd08c8422c,2015-09-04,Oh Wonder
24,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU'}, 'href': 'https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU', 'id': '53KwLdlmrlCelAZMaLVZqU', 'name': 'James Blake', 'type': 'artist', 'uri': 'spotify:artist:53KwLdlmrlCelAZMaLVZqU'}]",False,https://api.spotify.com/v1/tracks/0iOuOHywtfaQEcWKeyuH3m,0iOuOHywtfaQEcWKeyuH3m,The First Time Ever I Saw Your Face,55,https://i.scdn.co/image/ab67616d0000b27366de8b1b585eeddc8bdff9e3,2020-11-20,James Blake
25,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ifC4znYCvmMSJ0rght5JS'}, 'href': 'https://api.spotify.com/v1/artists/1ifC4znYCvmMSJ0rght5JS', 'id': '1ifC4znYCvmMSJ0rght5JS', 'name': 'Haux', 'type': 'artist', 'uri': 'spotify:artist:1ifC4znYCvmMSJ0rght5JS'}]",False,https://api.spotify.com/v1/tracks/5amf0Fkdt3Mu6cdvXhKgOq,5amf0Fkdt3Mu6cdvXhKgOq,Sister,57,https://i.scdn.co/image/ab67616d0000b273ee24702e79c5d7d6d52d87f7,2016-11-08,Haux
26,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/1sJ1yDab5rnrUkt8Mr5OpL,1sJ1yDab5rnrUkt8Mr5OpL,Eve,40,https://i.scdn.co/image/ab67616d0000b273973979efe0df77727358069a,2019-12-06,Låpsley
27,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO'}, 'href': 'https://api.spotify.com/v1/artists/3Bd1cgCjtCI32PYvDC3ynO', 'id': '3Bd1cgCjtCI32PYvDC3ynO', 'name': 'London Grammar', 'type': 'artist', 'uri': 'spotify:artist:3Bd1cgCjtCI32PYvDC3ynO'}]",False,https://api.spotify.com/v1/tracks/3elOzp9X3B8vMGhJBWzbIF,3elOzp9X3B8vMGhJBWzbIF,Wasting My Young Years,50,https://i.scdn.co/image/ab67616d0000b27300dc54892c783f1825e7c60c,2013-09-10,London Grammar
28,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/380fnmlGnkyueBMqGWx2k5'}, 'href': 'https://api.spotify.com/v1/artists/380fnmlGnkyueBMqGWx2k5', 'id': '380fnmlGnkyueBMqGWx2k5', 'name': 'Joe Goddard', 'type': 'artist', 'uri': 'spotify:artist:380fnmlGnkyueBMqGWx2k5'}]",False,https://api.spotify.com/v1/tracks/1nvBoPz0o0Y5WYT5aaoSKZ,1nvBoPz0o0Y5WYT5aaoSKZ,Taking Over,59,https://i.scdn.co/image/ab67616d0000b27337070718c7f2670f8dae5961,2013-06-24,Joe Goddard
29,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/3sZfQB5uYTJmA4QnB8dv7P,3sZfQB5uYTJmA4QnB8dv7P,White Blood,65,https://i.scdn.co/image/ab67616d0000b2737cc94e776ebb63dd08c8422c,2015-09-04,Oh Wonder
30,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2i9uaNzfUtuApAjEf1omV8'}, 'href': 'https://api.spotify.com/v1/artists/2i9uaNzfUtuApAjEf1omV8', 'id': '2i9uaNzfUtuApAjEf1omV8', 'name': 'Wet', 'type': 'artist', 'uri': 'spotify:artist:2i9uaNzfUtuApAjEf1omV8'}]",False,https://api.spotify.com/v1/tracks/5byJBGDhkVXs81MS3b3Ncq,5byJBGDhkVXs81MS3b3Ncq,Old Bone,56,https://i.scdn.co/image/ab67616d0000b2734db5f51ddffcf4c5196ec30f,2019-02-15,Wet
31,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/3CabLv5ipMqGNqcbvAu6d1,3CabLv5ipMqGNqcbvAu6d1,Sadness is a Shade of Blue,29,https://i.scdn.co/image/ab67616d0000b273589d00c7d2384076593f2a73,2020-03-20,Låpsley
32,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ifC4znYCvmMSJ0rght5JS'}, 'href': 'https://api.spotify.com/v1/artists/1ifC4znYCvmMSJ0rght5JS', 'id': '1ifC4znYCvmMSJ0rght5JS', 'name': 'Haux', 'type': 'artist', 'uri': 'spotify:artist:1ifC4znYCvmMSJ0rght5JS'}]",False,https://api.spotify.com/v1/tracks/6WPtRyhuxR2g4q6fMZi6Xx,6WPtRyhuxR2g4q6fMZi6Xx,Caves,51,https://i.scdn.co/image/ab67616d0000b273ee24702e79c5d7d6d52d87f7,2016-11-08,Haux
33,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/53KwLdlmrlCelAZMaLVZqU'}, 'href': 'https://api.spotify.com/v1/artists/53KwLdlmrlCelAZMaLVZqU', 'id': '53KwLdlmrlCelAZMaLVZqU', 'name': 'James Blake', 'type': 'artist', 'uri': 'spotify:artist:53KwLdlmrlCelAZMaLVZqU'}]",False,https://api.spotify.com/v1/tracks/4CbNIghDw41H5KwCHvJ6dc,4CbNIghDw41H5KwCHvJ6dc,When We’re Older,53,https://i.scdn.co/image/ab67616d0000b273867dc276b8c9a4a68a43d1b2,2020-12-11,James Blake
34,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26GHRG8x1F4AzbCKzUaIbw'}, 'href': 'https://api.spotify.com/v1/artists/26GHRG8x1F4AzbCKzUaIbw', 'id': '26GHRG8x1F4AzbCKzUaIbw', 'name': 'Aquilo', 'type': 'artist', 'uri': 'spotify:artist:26GHRG8x1F4AzbCKzUaIbw'}]",False,https://api.spotify.com/v1/tracks/7swTZr50nSpeq9469IJ9LI,7swTZr50nSpeq9469IJ9LI,Thin,55,https://i.scdn.co/image/ab67616d0000b273e63babc570e7bfafcb45af89,2018-05-04,Aquilo
35,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/2kJqNHHGOzLNahukdvlDWN,2kJqNHHGOzLNahukdvlDWN,Drive,64,https://i.scdn.co/image/ab67616d0000b2737cc94e776ebb63dd08c8422c,2015-09-04,Oh Wonder
36,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/2bXdGnuTyYjUmAfT4LZaHo,2bXdGnuTyYjUmAfT4LZaHo,Painter,41,https://i.scdn.co/image/ab67616d0000b273159e8e4d069f035d475f91d2,2016-03-04,Låpsley
37,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6xdRb2GypJ7DqnWAI2mHGn'}, 'href': 'https://api.spotify.com/v1/artists/6xdRb2GypJ7DqnWAI2mHGn', 'id': '6xdRb2GypJ7DqnWAI2mHGn', 'name': 'MUNA', 'type': 'artist', 'uri': 'spotify:artist:6xdRb2GypJ7DqnWAI2mHGn'}]",False,https://api.spotify.com/v1/tracks/6vFifFwgq4Z3csFE6zi9Fd,6vFifFwgq4Z3csFE6zi9Fd,Motivation - Recorded at Electric Lady Studios NYC,57,https://i.scdn.co/image/ab67616d0000b2737617dbb0bd2ffc251ae983ca,2019-11-13,MUNA
38,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1ifC4znYCvmMSJ0rght5JS'}, 'href': 'https://api.spotify.com/v1/artists/1ifC4znYCvmMSJ0rght5JS', 'id': '1ifC4znYCvmMSJ0rght5JS', 'name': 'Haux', 'type': 'artist', 'uri': 'spotify:artist:1ifC4znYCvmMSJ0rght5JS'}]",False,https://api.spotify.com/v1/tracks/7EWwiyBXMaLzoSXwWZkYyU,7EWwiyBXMaLzoSXwWZkYyU,Calico,62,https://i.scdn.co/image/ab67616d0000b2731560c9492dfb3b340f22d872,2020-05-13,Haux
39,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV'}, 'href': 'https://api.spotify.com/v1/artists/2KjAo6wVc9d2WcxdxSArpV', 'id': '2KjAo6wVc9d2WcxdxSArpV', 'name': 'RY X', 'type': 'artist', 'uri': 'spotify:artist:2KjAo6wVc9d2WcxdxSArpV'}]",False,https://api.spotify.com/v1/tracks/1GxNPd5r7D1zChEMuMhue0,1GxNPd5r7D1zChEMuMhue0,Only,65,https://i.scdn.co/image/ab67616d0000b2730c7be6ff33271a9c538189ef,2016-05-06,RY X
40,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/26GHRG8x1F4AzbCKzUaIbw'}, 'href': 'https://api.spotify.com/v1/artists/26GHRG8x1F4AzbCKzUaIbw', 'id': '26GHRG8x1F4AzbCKzUaIbw', 'name': 'Aquilo', 'type': 'artist', 'uri': 'spotify:artist:26GHRG8x1F4AzbCKzUaIbw'}]",True,https://api.spotify.com/v1/tracks/2lQv5l2Bmf7hYyYwjNe2lC,2lQv5l2Bmf7hYyYwjNe2lC,Sober,56,https://i.scdn.co/image/ab67616d0000b27347c1382670830163b8d90f0d,2020-03-04,Aquilo
41,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/1WMRCIrRLEkGiyHEDQTYpa,1WMRCIrRLEkGiyHEDQTYpa,Through Water,39,https://i.scdn.co/image/ab67616d0000b273589d00c7d2384076593f2a73,2020-03-20,Låpsley
42,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/7Amz41doI0DKoXLrF0KvYK,7Amz41doI0DKoXLrF0KvYK,Lonely Star,54,https://i.scdn.co/image/ab67616d0000b273af64194b20731415d65a433e,2020-06-26,Oh Wonder
43,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0VbDAlm2KUlKI5UhXRBKWp'}, 'href': 'https://api.spotify.com/v1/artists/0VbDAlm2KUlKI5UhXRBKWp', 'id': '0VbDAlm2KUlKI5UhXRBKWp', 'name': 'Henry Green', 'type': 'artist', 'uri': 'spotify:artist:0VbDAlm2KUlKI5UhXRBKWp'}]",False,https://api.spotify.com/v1/tracks/0vJvCnuxXL2BCSRa1ZoeNl,0vJvCnuxXL2BCSRa1ZoeNl,Electric Feel,62,https://i.scdn.co/image/ab67616d0000b2739024f71abb56e984f5d9eb4d,2017-08-09,Henry Green
44,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/39vA9YljbnOApXKniLWBZv'}, 'href': 'https://api.spotify.com/v1/artists/39vA9YljbnOApXKniLWBZv', 'id': '39vA9YljbnOApXKniLWBZv', 'name': 'Sylvan Esso', 'type': 'artist', 'uri': 'spotify:artist:39vA9YljbnOApXKniLWBZv'}]",False,https://api.spotify.com/v1/tracks/4q7wwwMXLoIkuOJv3LvbON,4q7wwwMXLoIkuOJv3LvbON,Rooftop Dancing,53,https://i.scdn.co/image/ab67616d0000b273bffb48cb7afb996ecefdcfba,2020-09-25,Sylvan Esso
45,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1mSJCvDX0W7Dn7S9C6vmvI'}, 'href': 'https://api.spotify.com/v1/artists/1mSJCvDX0W7Dn7S9C6vmvI', 'id': '1mSJCvDX0W7Dn7S9C6vmvI', 'name': 'Anna of the North', 'type': 'artist', 'uri': 'spotify:artist:1mSJCvDX0W7Dn7S9C6vmvI'}]",False,https://api.spotify.com/v1/tracks/6q8onrzcka32nGVrnWYGBQ,6q8onrzcka32nGVrnWYGBQ,Lovers,57,https://i.scdn.co/image/ab67616d0000b273ee52821d214e70851ac26702,2017-09-08,Anna of the North
46,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/27ze6hCgfr3HcDZAHY60pg'}, 'href': 'https://api.spotify.com/v1/artists/27ze6hCgfr3HcDZAHY60pg', 'id': '27ze6hCgfr3HcDZAHY60pg', 'name': 'Låpsley', 'type': 'artist', 'uri': 'spotify:artist:27ze6hCgfr3HcDZAHY60pg'}]",False,https://api.spotify.com/v1/tracks/4Myv77rPjTRwscHoFVx9He,4Myv77rPjTRwscHoFVx9He,Drowning,30,https://i.scdn.co/image/ab67616d0000b273973979efe0df77727358069a,2019-12-06,Låpsley
47,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3Bd1cgCjtCI32PYvDC3ynO'}, 'href': 'https://api.spotify.com/v1/artists/3Bd1cgCjtCI32PYvDC3ynO', 'id': '3Bd1cgCjtCI32PYvDC3ynO', 'name': 'London Grammar', 'type': 'artist', 'uri': 'spotify:artist:3Bd1cgCjtCI32PYvDC3ynO'}]",False,https://api.spotify.com/v1/tracks/2kU6bMVN21UbJ425q1yIKR,2kU6bMVN21UbJ425q1yIKR,Lose Your Head,57,https://i.scdn.co/image/ab67616d0000b273decc9374b603d2ab6a31491f,2021-04-16,London Grammar
48,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2KjAo6wVc9d2WcxdxSArpV'}, 'href': 'https://api.spotify.com/v1/artists/2KjAo6wVc9d2WcxdxSArpV', 'id': '2KjAo6wVc9d2WcxdxSArpV', 'name': 'RY X', 'type': 'artist', 'uri': 'spotify:artist:2KjAo6wVc9d2WcxdxSArpV'}]",False,https://api.spotify.com/v1/tracks/1gmj9SGmFea50SyyVYgFkP,1gmj9SGmFea50SyyVYgFkP,YaYaYa,58,https://i.scdn.co/image/ab67616d0000b27308484dc3cbabd0793dda5c0e,2019-02-15,RY X
49,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9'}, 'href': 'https://api.spotify.com/v1/artists/5cIc3SBFuBLVxJz58W2tU9', 'id': '5cIc3SBFuBLVxJz58W2tU9', 'name': 'Oh Wonder', 'type': 'artist', 'uri': 'spotify:artist:5cIc3SBFuBLVxJz58W2tU9'}]",False,https://api.spotify.com/v1/tracks/37oz0tZXDhBDOzPSAvxX9W,37oz0tZXDhBDOzPSAvxX9W,Oceansize,56,https://i.scdn.co/image/ab67616d0000b273af64194b20731415d65a433e,2020-06-26,Oh Wonder
0,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr'}, 'href': 'https://api.spotify.com/v1/artists/7n2wHs1TKAczGzO7Dd2rGr', 'id': '7n2wHs1TKAczGzO7Dd2rGr', 'name': 'Shawn Mendes', 'type': 'artist', 'uri': 'spotify:artist:7n2wHs1TKAczGzO7Dd2rGr'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4nDoRrQiYLoBzwC5BhVJzF'}, 'href': 'https://api.spotify.com/v1/artists/4nDoRrQiYLoBzwC5BhVJzF', 'id': '4nDoRrQiYLoBzwC5BhVJzF', 'name': 'Camila Cabello', 'type': 'artist', 'uri': 'spotify:artist:4nDoRrQiYLoBzwC5BhVJzF'}]",False,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,0TK2YIli7K1leLovkQiNik,Señorita,83,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,2019-06-21,"Shawn Mendes, Camila Cabello"
1,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4MXUO7sVCaFgFjoTI5ox5c'}, 'href': 'https://api.spotify.com/v1/artists/4MXUO7sVCaFgFjoTI5ox5c', 'id': '4MXUO7sVCaFgFjoTI5ox5c', 'name': 'Sufjan Stevens', 'type': 'artist', 'uri': 'spotify:artist:4MXUO7sVCaFgFjoTI5ox5c'}]",False,https://api.spotify.com/v1/tracks/0oTtnnedK0C4unALxVTPhz,0oTtnnedK0C4unALxVTPhz,Mystery of Love (From the Original Motion Picture “Call Me by Your Name”),61,https://i.scdn.co/image/ab67616d0000b27391a1c3c3d6fba1f63a010152,2017-12-01,Sufjan Stevens
2,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms'}, 'href': 'https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms', 'id': '1HY2Jd0NmPuamShAr6KMms', 'name': 'Lady Gaga', 'type': 'artist', 'uri': 'spotify:artist:1HY2Jd0NmPuamShAr6KMms'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4VIvfOurcf0vuLRxLkGnIG'}, 'href': 'https://api.spotify.com/v1/artists/4VIvfOurcf0vuLRxLkGnIG', 'id': '4VIvfOurcf0vuLRxLkGnIG', 'name': 'Bradley Cooper', 'type': 'artist', 'uri': 'spotify:artist:4VIvfOurcf0vuLRxLkGnIG'}]",False,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,2VxeLyX666F8uXCJ0dZF8B,Shallow,84,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,2018-10-05,"Lady Gaga, Bradley Cooper"
3,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5a5vu4RzsAHdKN0aYyblZ8'}, 'href': 'https://api.spotify.com/v1/artists/5a5vu4RzsAHdKN0aYyblZ8', 'id': '5a5vu4RzsAHdKN0aYyblZ8', 'name': '吳青峰', 'type': 'artist', 'uri': 'spotify:artist:5a5vu4RzsAHdKN0aYyblZ8'}]",False,https://api.spotify.com/v1/tracks/5ZiMscIUd9Gozq4JFPnlJQ,5ZiMscIUd9Gozq4JFPnlJQ,"起風了 - 電視劇""加油你是最棒的""主題曲",59,https://i.scdn.co/image/ab67616d0000b273ec4409918dba3ea9c55c9f8b,2019-01-18,吳青峰
